Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,37,United-States,<=50K,57,0,0,1
Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,38,Dominican-Republic,<=50K,12,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,,<=50K,53,0,0,1
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,58,0,0,1
Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,30,0,0,0
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,60,0,0,1
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,11,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,47,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,El-Salvador,<=50K,72,0,0,1
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,16,0,0,0
Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,<=50K,68,0,0,1
Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,40,United-States,<=50K,66,0,0,1
,Some-college,10,Widowed,,Not-in-family,Black,Female,24,United-States,<=50K,55,0,0,1
Self-emp-not-inc,10th,6,Divorced,Farming-fishing,Unmarried,White,Male,25,United-States,<=50K,25,0,0,0
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,22,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,67,0,0,1
Private,10th,6,Never-married,Sales,Own-child,White,Female,5,United-States,<=50K,68,0,0,1
State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,United-States,<=50K,22,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,68,0,0,1
Self-emp-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,56,0,0,1
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,>50K,38,7298,0,0
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,18,0,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,49,0,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,48,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,<=50K,16,5013,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K,46,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,39,7298,0,0
Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,20,United-States,<=50K,37,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,52,0,0,1
Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,56,0,0,1
Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K,62,0,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,28,0,1977,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,65,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,62,7688,0,1
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0,0,0
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,<=50K,71,0,0,1
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K,23,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,25,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,70,7688,0,1
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,31,0,0,0
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,12,0,0,0
Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K,26,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,11,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,26,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,21,0,0,0
Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,,>50K,55,7688,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,<=50K,12,0,0,0
Self-emp-inc,12th,8,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,54,0,0,1
Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,17,0,0,0
,10th,6,Never-married,,Own-child,White,Male,30,United-States,<=50K,29,0,0,0
Private,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,60,United-States,<=50K,38,0,0,0
Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,>50K,56,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,62,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,91,United-States,<=50K,50,0,0,1
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,70,7298,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K,30,0,0,0
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,16,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,36,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,>50K,70,0,0,1
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,59,0,0,1
Private,5th-6th,3,Separated,Sales,Unmarried,White,Female,40,Mexico,<=50K,52,0,0,1
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,52,0,0,1
Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,55,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,80,United-States,>50K,35,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,70,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,37,0,0,0
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,<=50K,17,0,0,0
Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K,51,0,0,1
Local-gov,10th,6,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,26,0,0,0
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,32,United-States,<=50K,27,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K,16,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,<=50K,36,3137,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,56,0,0,1
Private,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,40,El-Salvador,<=50K,17,2176,0,0
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40,20051,0,0
Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,12,0,0,0
Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,25,United-States,<=50K,49,0,0,1
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,39,0,0,0
Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,39,4787,0,0
Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,South,<=50K,29,0,0,0
Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,44,United-States,>50K,16,0,0,0
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,United-States,>50K,34,0,1977,0
Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,37,United-States,<=50K,66,0,0,1
State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,28,0,0,0
Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,17,0,0,0
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,57,15024,0,1
,HS-grad,9,Never-married,,Own-child,White,Female,30,United-States,<=50K,64,0,0,1
Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,25,United-States,<=50K,50,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,28,0,0,0
Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,29,3325,0,0
Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,30,0,0,0
Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,21,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K,41,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,11,0,0,0
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,71,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,67,0,0,1
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,39,0,0,0
Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,34,0,0,0
State-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Male,38,United-States,<=50K,40,0,0,0
,HS-grad,9,Divorced,,Other-relative,Black,Female,40,United-States,<=50K,48,0,0,1
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K,54,0,0,1
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,64,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,70,0,0,1
State-gov,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,50,United-States,<=50K,23,0,0,0
Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,55,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K,35,0,0,0
Private,12th,8,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,53,0,0,1
,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,68,0,0,1
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,46,United-States,>50K,60,13550,0,1
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,58,0,0,1
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,>50K,69,0,0,1
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,50,,<=50K,55,0,0,1
,Masters,14,Widowed,,Not-in-family,White,Female,40,United-States,<=50K,25,0,0,0
,Some-college,10,Never-married,,Own-child,White,Female,15,France,<=50K,29,0,0,0
Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K,37,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,54,0,0,1
Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,22,0,0,0
Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,35,United-States,<=50K,31,0,0,0
Private,Some-college,10,Widowed,Machine-op-inspct,Unmarried,Black,Female,48,United-States,<=50K,69,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,28,0,0,0
Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,30,Canada,<=50K,33,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,60,United-States,<=50K,36,0,0,0
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,<=50K,23,0,0,0
State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,66,0,0,1
Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,Black,Male,20,United-States,<=50K,17,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico,<=50K,27,0,0,0
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,64,0,0,1
,7th-8th,4,Married-civ-spouse,,Husband,White,Male,40,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,46,United-States,>50K,33,4787,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,20,United-States,<=50K,51,0,0,1
Federal-gov,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,15,Philippines,<=50K,11,0,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,48,0,0,1
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,73,0,0,1
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,55,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,50,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,46,0,0,1
Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,40,United-States,<=50K,30,0,0,0
Federal-gov,Some-college,10,Never-married,Sales,Own-child,White,Female,32,United-States,<=50K,38,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,12,United-States,>50K,23,9386,0,0
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,56,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Greece,<=50K,63,0,0,1
Private,Bachelors,13,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,60,0,0,1
Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,48,United-States,<=50K,68,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,17,7688,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,,>50K,51,0,0,1
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,64,0,0,1
,HS-grad,9,Never-married,,Own-child,White,Female,5,United-States,<=50K,40,0,0,0
,HS-grad,9,Widowed,,Not-in-family,White,Female,65,United-States,<=50K,52,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,45,United-States,<=50K,70,0,0,1
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,35,0,0,0
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,67,15024,0,1
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,71,0,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,13,0,0,0
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K,45,0,0,1
Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Federal-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Private,10th,6,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,18,0,0,0
Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,Black,Male,48,United-States,<=50K,43,0,0,1
Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,40,Mexico,<=50K,33,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,27,0,0,0
Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,12,0,0,0
Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,66,Ecuador,<=50K,52,0,0,1
,Some-college,10,Never-married,,Own-child,White,Male,40,United-States,<=50K,13,0,0,0
Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K,38,0,0,0
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,40,,<=50K,60,0,0,1
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,Mexico,<=50K,26,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,26,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,52,0,0,1
Private,5th-6th,3,Divorced,Priv-house-serv,Not-in-family,Black,Female,15,United-States,<=50K,37,0,0,0
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States,<=50K,56,0,0,1
Private,Some-college,10,Divorced,Transport-moving,Own-child,White,Male,55,United-States,<=50K,28,3325,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,68,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,40,United-States,<=50K,23,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,49,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,52,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,50,0,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,15,United-States,<=50K,20,0,0,0
,Some-college,10,Never-married,,Own-child,White,Female,40,United-States,<=50K,54,0,0,1
Private,9th,5,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,>50K,32,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,60,Japan,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,42,0,0,0
